"","Country.Name","Country.Code","MMR_Level","AFR_Level","Growth_Level","Participation_Level","PC_Level","Savings_Level","HIVW_Level","HIV_Total_Level","Edu_Level","MMR_Level_score","AFR_Level_score","Growth_Level_score","Participation_Level_score","PC_Level_score","Savings_Level_score","HIVW_Level_score","HIV_Total_Level_score","Edu_Level_score","composite_score","weighted_score","score_group","weighted_group"
"307","Malaysia","MYS","Low MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,2,2,1,3,3,3,2,2.44444444444444,2.35,"High","High"
"308","Malaysia","MYS","Low MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,2,2,1,3,3,3,2,2.44444444444444,2.35,"High","High"
"309","Maldives","MDV","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,1,1,2,3,3,2,2.11111111111111,2,"Medium","Medium"
"310","Maldives","MDV","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,1,1,2,3,3,2,2.11111111111111,2,"Medium","Medium"
"311","Mali","MLI","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,1,1,3,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"312","Mali","MLI","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,1,1,3,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"313","Malta","MLT","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"314","Malta","MLT","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"315","Marshall Islands","MHL","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Low education",3,2,1,2,1,2,2,3,1,1.88888888888889,1.85,"Low","Low"
"316","Marshall Islands","MHL","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Low education",3,2,1,2,1,2,2,3,1,1.88888888888889,1.85,"Low","Low"
"317","Mauritania","MRT","Medium MMR","High AFR","Low growth","Low participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",2,1,1,1,1,3,2,3,1,1.66666666666667,1.55,"Low","Low"
"318","Mauritania","MRT","Medium MMR","High AFR","Low growth","Low participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",2,1,1,1,1,3,2,3,1,1.66666666666667,1.55,"Low","Low"
"319","Mauritius","MUS","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,3,1,2,1,2,2,3,2,2.11111111111111,2.05,"Medium","Medium"
"320","Mauritius","MUS","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,3,1,2,1,2,2,3,2,2.11111111111111,2.05,"Medium","Medium"
"321","Mexico","MEX","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,2,1,2,1,2,3,3,1,2,1.9,"Low","Low"
"322","Mexico","MEX","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,2,1,2,1,2,3,3,1,2,1.9,"Low","Low"
"323","Micronesia, Fed. Sts.","FSM","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,2,1,2,1,2,2,3,2,2,1.95,"Low","Medium"
"324","Micronesia, Fed. Sts.","FSM","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,2,1,2,1,2,2,3,2,2,1.95,"Low","Medium"
"325","Middle East & North Africa","MEA","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,3,1,1,1,2,3,3,1,2,1.9,"Low","Low"
"326","Middle East & North Africa","MEA","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,3,1,1,1,2,3,3,1,2,1.9,"Low","Low"
"327","Middle East & North Africa (IDA & IBRD)","TMN","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,3,1,1,1,2,3,3,1,2,1.9,"Low","Low"
"328","Middle East & North Africa (IDA & IBRD)","TMN","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,3,1,1,1,2,3,3,1,2,1.9,"Low","Low"
"329","Middle East & North Africa (excluding high income)","MNA","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,3,1,1,1,2,3,3,1,2,1.9,"Low","Low"
"330","Middle East & North Africa (excluding high income)","MNA","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,3,1,1,1,2,3,3,1,2,1.9,"Low","Low"
"331","Middle East, North Africa, Afghanistan & Pakistan","MEA","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","High savings","Low share","Low prevalence","Low education",3,2,1,1,1,3,3,3,1,2,1.9,"Low","Low"
"332","Middle East, North Africa, Afghanistan & Pakistan","MEA","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","High savings","Low share","Low prevalence","Low education",3,2,1,1,1,3,3,3,1,2,1.9,"Low","Low"
"333","Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Low education",3,2,1,1,1,2,2,3,1,1.77777777777778,1.75,"Low","Low"
"334","Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Low education",3,2,1,1,1,2,2,3,1,1.77777777777778,1.75,"Low","Low"
"335","Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Low education",3,2,1,1,1,2,2,3,1,1.77777777777778,1.75,"Low","Low"
"336","Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Low education",3,2,1,1,1,2,2,3,1,1.77777777777778,1.75,"Low","Low"
"337","Middle income","MIC","Low MMR","Medium AFR","Medium growth","Medium participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",3,2,2,2,1,3,2,3,1,2.11111111111111,2.1,"Medium","Medium"
"338","Middle income","MIC","Low MMR","Medium AFR","Medium growth","Medium participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",3,2,2,2,1,3,2,3,1,2.11111111111111,2.1,"Medium","Medium"
"339","Moldova","MDA","Low MMR","Low AFR","Low growth","High participation","Low GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,1,2,3,3,3,2.44444444444444,2.3,"High","High"
"340","Moldova","MDA","Low MMR","Low AFR","Low growth","High participation","Low GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,1,2,3,3,3,2.44444444444444,2.3,"High","High"
"341","Monaco","MCO","Low MMR","Low AFR","Low growth","High participation","High GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,3,3,3,3,3,3,2.77777777777778,2.7,"High","High"
"342","Monaco","MCO","Low MMR","Low AFR","Low growth","High participation","High GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,3,3,3,3,3,3,2.77777777777778,2.7,"High","High"
"343","Mongolia","MNG","Low MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,2,2,1,2,3,3,3,2.44444444444444,2.35,"High","High"
"344","Mongolia","MNG","Low MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,2,2,1,2,3,3,3,2.44444444444444,2.35,"High","High"
"345","Montenegro","MNE","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"346","Montenegro","MNE","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"347","Morocco","MAR","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",3,3,1,1,1,3,2,3,1,2,1.95,"Low","Medium"
"348","Morocco","MAR","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",3,3,1,1,1,3,2,3,1,2,1.95,"Low","Medium"
"349","Mozambique","MOZ","Medium MMR","High AFR","Medium growth","High participation","Low GDPpc","Medium savings","High share","Medium prevalence","Low education",2,1,2,3,1,2,1,2,1,1.66666666666667,1.7,"Low","Low"
"350","Mozambique","MOZ","Medium MMR","High AFR","Medium growth","High participation","Low GDPpc","Medium savings","High share","Medium prevalence","Low education",2,1,2,3,1,2,1,2,1,1.66666666666667,1.7,"Low","Low"
"351","Myanmar","MMR","Medium MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",2,3,2,2,1,2,3,3,2,2.22222222222222,2.05,"Medium","Medium"
"352","Myanmar","MMR","Medium MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",2,3,2,2,1,2,3,3,2,2.22222222222222,2.05,"Medium","Medium"
"353","Namibia","NAM","Medium MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Medium prevalence","Low education",2,2,1,2,1,2,1,2,1,1.55555555555556,1.55,"Low","Low"
"354","Namibia","NAM","Medium MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Medium prevalence","Low education",2,2,1,2,1,2,1,2,1,1.55555555555556,1.55,"Low","Low"
"355","Nauru","NRU","Medium MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,2,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"356","Nauru","NRU","Medium MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,2,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"357","Nepal","NPL","Medium MMR","Medium AFR","Low growth","Low participation","Low GDPpc","High savings","Low share","Low prevalence","Low education",2,2,1,1,1,3,3,3,1,1.88888888888889,1.7,"Low","Low"
"358","Nepal","NPL","Medium MMR","Medium AFR","Low growth","Low participation","Low GDPpc","High savings","Low share","Low prevalence","Low education",2,2,1,1,1,3,3,3,1,1.88888888888889,1.7,"Low","Low"
"359","Netherlands","NLD","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,2,2,3,3,3,2.55555555555556,2.45,"High","High"
"360","Netherlands","NLD","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,2,2,2,3,3,3,2.44444444444444,2.35,"High","High"
"361","New Caledonia","NCL","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,3,2,2,3,3,2,2.44444444444444,2.35,"High","High"
"362","New Caledonia","NCL","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"363","New Zealand","NZL","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,2,2,3,3,3,2.55555555555556,2.45,"High","High"
"364","New Zealand","NZL","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,2,2,3,3,3,2.55555555555556,2.45,"High","High"
"365","Nicaragua","NIC","Low MMR","High AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,1,1,2,1,2,3,3,1,1.88888888888889,1.8,"Low","Low"
"366","Nicaragua","NIC","Low MMR","High AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,1,1,2,1,2,3,3,1,1.88888888888889,1.8,"Low","Low"
"367","Niger","NER","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,1,1,3,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"368","Niger","NER","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,1,1,3,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"369","Nigeria","NGA","High MMR","High AFR","Medium growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",1,1,2,3,1,2,1,1,1,1.44444444444444,1.45,"Low","Low"
"370","Nigeria","NGA","High MMR","High AFR","Medium growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",1,1,2,3,1,2,1,1,1,1.44444444444444,1.45,"Low","Low"
"371","North America","NAC","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,2,2,3,3,3,2.55555555555556,2.45,"High","High"
"372","North America","NAC","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,2,2,2,3,3,3,2.44444444444444,2.35,"High","High"
"373","North Macedonia","MKD","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,2,1,3,3,3,2,2.33333333333333,2.2,"Medium","Medium"
"374","North Macedonia","MKD","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,2,1,3,3,3,2,2.33333333333333,2.2,"Medium","Medium"
"375","Northern Mariana Islands","MNP","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"376","Northern Mariana Islands","MNP","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"377","Norway","NOR","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,3,2,3,3,3,3,2.66666666666667,2.55,"High","High"
"378","Norway","NOR","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,3,2,3,3,3,3,2.66666666666667,2.55,"High","High"
"379","Not classified","INX","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,2,1,2,1,2,2,3,2,2,1.95,"Low","Medium"
"380","Not classified","INX","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,2,1,2,1,2,2,3,2,2,1.95,"Low","Medium"
"381","OECD members","OED","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,3,2,2,3,3,2,2.44444444444444,2.35,"High","High"
"382","OECD members","OED","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"383","Oman","OMN","Low MMR","Low AFR","Low growth","Low participation","Medium GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,1,2,3,3,3,2,2.33333333333333,2.25,"Medium","High"
"384","Oman","OMN","Low MMR","Low AFR","Low growth","Low participation","Medium GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,1,2,3,3,3,2,2.33333333333333,2.25,"Medium","High"
"385","Other small states","OSS","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","High prevalence","Medium education",3,3,1,2,1,2,2,1,2,1.88888888888889,1.95,"Low","Medium"
"386","Other small states","OSS","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","High prevalence","Medium education",3,3,1,2,1,2,2,1,2,1.88888888888889,1.95,"Low","Medium"
"387","Pacific island small states","PSS","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,2,1,2,3,3,2,2.11111111111111,2,"Medium","Medium"
"388","Pacific island small states","PSS","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,2,1,2,3,3,2,2.11111111111111,2,"Medium","Medium"
"389","Pakistan","PAK","Medium MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",2,2,1,1,1,2,3,3,1,1.77777777777778,1.6,"Low","Low"
"390","Pakistan","PAK","Medium MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",2,2,1,1,1,2,3,3,1,1.77777777777778,1.6,"Low","Low"
"391","Palau","PLW","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"392","Palau","PLW","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"393","Panama","PAN","Low MMR","Medium AFR","Medium growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,2,2,2,1,3,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"394","Panama","PAN","Low MMR","Medium AFR","Medium growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,2,2,2,1,3,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"395","Papua New Guinea","PNG","Medium MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,2,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"396","Papua New Guinea","PNG","Medium MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,2,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"397","Paraguay","PRY","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,2,1,2,1,2,3,3,1,2,1.9,"Low","Low"
"398","Paraguay","PRY","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,2,1,2,1,2,3,3,1,2,1.9,"Low","Low"
"399","Peru","PER","Low MMR","Medium AFR","Low growth","High participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,3,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"400","Peru","PER","Low MMR","Medium AFR","Low growth","High participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,3,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"401","Philippines","PHL","Low MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,2,2,1,3,3,3,2,2.44444444444444,2.35,"High","High"
"402","Philippines","PHL","Low MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,2,2,1,3,3,3,2,2.44444444444444,2.35,"High","High"
"403","Poland","POL","Low MMR","Low AFR","Low growth","High participation","Low GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,1,2,3,3,3,2.44444444444444,2.3,"High","High"
"404","Poland","POL","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,2,1,2,3,3,3,2.33333333333333,2.2,"Medium","Medium"
"405","Portugal","PRT","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Low education",3,3,1,3,2,2,3,3,1,2.33333333333333,2.25,"Medium","Medium"
"406","Portugal","PRT","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Low education",3,3,1,2,2,2,3,3,1,2.22222222222222,2.15,"Medium","Medium"
"407","Post-demographic dividend","PST","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,2,2,3,3,3,2.55555555555556,2.45,"High","High"
"408","Post-demographic dividend","PST","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,2,2,2,3,3,3,2.44444444444444,2.35,"High","High"
"409","Pre-demographic dividend","PRE","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,1,3,1,2,1,1,1,1.44444444444444,1.5,"Low","Low"
"410","Pre-demographic dividend","PRE","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,1,3,1,2,1,1,1,1.44444444444444,1.5,"Low","Low"
"411","Puerto Rico","PRI","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"412","Puerto Rico","PRI","Low MMR","Low AFR","Low growth","Low participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,1,2,2,3,3,2,2.22222222222222,2.15,"Medium","Medium"
"413","Puerto Rico (US)","PRI","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"414","Puerto Rico (US)","PRI","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"415","Qatar","QAT","Low MMR","Low AFR","Medium growth","Medium participation","Medium GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,2,2,2,3,3,3,2,2.55555555555556,2.5,"High","High"
"416","Qatar","QAT","Low MMR","Low AFR","Medium growth","Medium participation","Medium GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,2,2,2,3,3,3,2,2.55555555555556,2.5,"High","High"
"417","Romania","ROU","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,3,1,2,1,2,2,3,2,2.11111111111111,2.05,"Medium","Medium"
"418","Romania","ROU","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,3,1,2,1,2,2,3,2,2.11111111111111,2.05,"Medium","Medium"
"419","Russian Federation","RUS","Low MMR","Low AFR","Low growth","High participation","Low GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,3,1,3,3,3,3,2.55555555555556,2.4,"High","High"
"420","Russian Federation","RUS","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,2,1,3,3,3,3,2.44444444444444,2.3,"High","High"
"421","Rwanda","RWA","Medium MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,3,2,2,1,2,1,1,1,1.66666666666667,1.75,"Low","Low"
"422","Rwanda","RWA","Medium MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,3,2,2,1,2,1,1,1,1.66666666666667,1.75,"Low","Low"
"423","Samoa","WSM","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,2,1,3,3,3,2,2.33333333333333,2.2,"Medium","Medium"
"424","Samoa","WSM","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,1,1,3,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"425","San Marino","SMR","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,3,2,3,3,3,3,2.66666666666667,2.55,"High","High"
"426","San Marino","SMR","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,2,2,3,3,3,3,2.55555555555556,2.45,"High","High"
"427","Sao Tome and Principe","STP","Low MMR","High AFR","Low growth","Low participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",3,1,1,1,1,2,1,3,1,1.55555555555556,1.6,"Low","Low"
"428","Sao Tome and Principe","STP","Low MMR","High AFR","Low growth","Low participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",3,1,1,1,1,2,1,3,1,1.55555555555556,1.6,"Low","Low"
"429","Saudi Arabia","SAU","Low MMR","Low AFR","Low growth","Low participation","Medium GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,1,2,3,3,3,2,2.33333333333333,2.25,"Medium","High"
"430","Saudi Arabia","SAU","Low MMR","Low AFR","Low growth","Low participation","Medium GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,1,2,3,3,3,2,2.33333333333333,2.25,"Medium","High"
"431","Senegal","SEN","Medium MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,1,1,2,1,3,1,1.55555555555556,1.5,"Low","Low"
"432","Senegal","SEN","Medium MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,1,1,2,1,3,1,1.55555555555556,1.5,"Low","Low"
"433","Serbia","SRB","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"434","Serbia","SRB","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"435","Seychelles","SYC","Low MMR","Medium AFR","Low growth","High participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,3,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"436","Seychelles","SYC","Low MMR","Medium AFR","Low growth","High participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,3,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"437","Sierra Leone","SLE","High MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",1,1,1,3,1,2,1,3,1,1.55555555555556,1.4,"Low","Low"
"438","Sierra Leone","SLE","High MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",1,1,1,3,1,2,1,3,1,1.55555555555556,1.4,"Low","Low"
"439","Singapore","SGP","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,3,2,3,3,3,3,2.66666666666667,2.55,"High","High"
